season,round,weather_warm,weather_cold,weather_dry,weather_wet,weather_cloudy,driver,grid,podium,driver_points,driver_wins,driver_standings_pos,constructor_points,constructor_wins,constructor_standings_pos,qualifying_time,driver_age
2021,15,False,False,False,True,True,hamilton,4,1,0,4,2,0,4,1,2.057000000000002,36
2021,15,False,False,False,True,True,ricciardo,5,4,83,1,8,215,1,3,2.163000000000011,32
2021,15,False,False,False,True,True,alonso,6,6,50,0,10,95,1,5,2.2110000000000127,40
2021,15,False,False,False,True,True,stroll,7,11,24,0,13,59,0,7,2.963000000000008,22
2021,15,False,False,False,True,True,perez,8,9,118,1,5,0,8,2,3.3440000000000083,31
2021,15,False,False,False,True,True,ocon,9,14,45,1,11,95,1,5,3.872000000000014,25
2021,15,False,False,False,True,True,vettel,10,12,35,0,12,59,0,7,4.5800000000000125,34
2021,15,False,False,False,True,True,gasly,11,13,66,0,9,84,0,6,4.647999999999996,25
2021,15,False,False,False,True,True,tsunoda,12,17,18,0,14,84,0,6,4.75800000000001,21
2021,15,False,False,False,True,True,raikkonen,13,8,2,0,17,3,0,9,7.5930000000000035,41
2021,15,False,False,False,True,True,mick_schumacher,14,20,0,0,19,0,0,10,7.837000000000003,22
2021,15,False,False,False,True,True,mazepin,15,18,0,0,21,0,0,10,11.771000000000015,22
2021,15,False,False,False,True,True,bottas,16,5,141,0,3,0,4,1,2.717000000000013,32
2021,15,False,False,False,True,True,giovinazzi,17,16,1,0,18,3,0,9,9.030000000000001,27
2021,16,False,False,False,True,True,bottas,1,1,151,0,3,0,5,1,0.0,32
2021,16,False,False,False,True,True,max_verstappen,2,2,0,7,2,0,8,2,0.1979999999999933,24
2021,16,False,False,False,True,True,leclerc,3,4,104,0,7,0,0,4,0.2669999999999959,23
2021,16,False,False,False,True,True,gasly,4,6,66,0,9,84,0,6,0.32799999999998875,25
2021,16,False,False,False,True,True,alonso,5,16,58,0,10,103,1,5,0.4789999999999992,40
2021,16,False,False,False,True,True,perez,6,3,120,1,5,0,8,2,0.7079999999999984,31
2021,16,False,False,False,True,True,norris,7,7,139,0,4,234,1,3,0.9560000000000031,21
2021,16,False,False,False,True,True,stroll,8,9,24,0,13,59,0,7,1.3070000000000022,22
2021,16,False,False,False,True,True,tsunoda,9,14,18,0,14,84,0,6,1.3699999999999903,21
2021,16,False,False,False,True,True,vettel,10,18,35,0,12,59,0,7,1.796999999999997,34
2021,16,False,False,False,True,True,hamilton,11,5,0,5,1,0,5,1,-0.13000000000000966,36
2021,16,False,False,False,True,True,ocon,12,10,45,1,11,103,1,5,1.843999999999994,25
2021,16,False,False,False,True,True,russell,13,15,16,0,15,23,0,8,2.0090000000000003,23
2021,16,False,False,False,True,True,mick_schumacher,14,19,0,0,19,0,0,10,2.201999999999998,22
2021,16,False,False,False,True,True,latifi,15,17,7,0,16,23,0,8,3.087999999999994,26
2021,16,False,False,False,True,True,giovinazzi,16,11,1,0,18,7,0,9,3.432000000000002,27
2021,16,False,False,False,True,True,raikkonen,17,12,6,0,17,7,0,9,4.527000000000001,41
2021,16,False,False,False,True,True,mazepin,18,20,0,0,21,0,0,10,5.450999999999993,22
2021,16,False,False,False,True,True,ricciardo,20,13,95,1,8,234,1,3,2.8829999999999956,32
2021,17,True,False,False,False,False,max_verstappen,1,1,0,7,1,0,8,2,0.0,24
2021,17,True,False,False,False,False,hamilton,2,2,0,5,2,0,6,1,0.20900000000000318,36
2021,17,True,False,False,False,False,perez,3,3,135,1,5,0,8,2,0.22400000000000375,31
2021,17,True,False,False,False,False,leclerc,4,4,116,0,7,0,0,4,0.695999999999998,24
2021,17,True,False,False,False,False,sainz,5,7,0,0,6,0,0,4,0.882000000000005,27
2021,17,True,False,False,False,False,ricciardo,6,5,95,1,8,240,1,3,0.8979999999999961,32
2021,17,True,False,False,False,False,norris,7,8,145,0,4,240,1,3,0.9770000000000039,21
2021,17,True,False,False,False,False,gasly,8,20,74,0,9,92,0,6,1.2079999999999984,25
2021,17,True,False,False,False,False,bottas,9,6,177,1,3,0,6,1,0.5649999999999977,32
2021,17,True,False,False,False,False,tsunoda,10,9,18,0,14,92,0,6,2.0080000000000098,21
2021,17,True,False,False,False,False,ocon,11,19,46,1,11,104,1,5,2.467000000000013,25
2021,17,True,False,False,False,False,giovinazzi,12,11,1,0,18,7,0,9,2.8840000000000003,27
2021,17,True,False,False,False,False,stroll,13,12,26,0,13,61,0,7,3.0730000000000075,22
2021,17,True,False,False,False,False,latifi,14,15,7,0,16,23,0,8,3.085000000000008,26
2021,17,True,False,False,False,False,raikkonen,15,13,6,0,17,7,0,9,3.4010000000000105,42
2021,17,True,False,False,False,False,mick_schumacher,16,16,0,0,19,0,0,10,3.5889999999999986,22
2021,17,True,False,False,False,False,mazepin,17,17,0,0,21,0,0,10,3.8859999999999957,22
2021,17,True,False,False,False,False,vettel,18,10,35,0,12,61,0,7,2.5900000000000034,34
2021,17,True,False,False,False,False,alonso,19,18,58,0,10,104,1,5,11.63900000000001,40
2021,18,True,False,False,False,False,bottas,1,15,185,1,3,0,6,1,0.0,32
2021,18,True,False,False,False,False,hamilton,2,2,0,5,2,0,6,1,0.14499999999999602,36
2021,18,True,False,False,False,False,max_verstappen,3,1,0,8,1,0,9,2,0.3499999999999943,24
2021,18,True,False,False,False,False,perez,4,3,150,1,4,0,9,2,0.46699999999999875,31
2021,18,True,False,False,False,False,gasly,5,4,74,0,9,94,0,6,0.5810000000000031,25
