season,round,weather_warm,weather_cold,weather_dry,weather_wet,weather_cloudy,driver,grid,podium,driver_points,driver_wins,driver_standings_pos,constructor_points,constructor_wins,constructor_standings_pos,qualifying_time,driver_age
2021,18,True,False,False,False,False,sainz,6,6,0,0,7,0,0,4,0.8859999999999957,27
2021,18,True,False,False,False,False,ricciardo,7,12,105,1,8,254,1,3,0.8880000000000052,32
2021,18,True,False,False,False,False,leclerc,8,5,128,0,6,0,0,4,0.9620000000000033,24
2021,18,True,False,False,False,False,vettel,9,7,36,0,12,62,0,7,1.8709999999999951,34
2021,18,True,False,False,False,False,raikkonen,10,8,6,0,17,7,0,9,2.0829999999999984,42
2021,18,True,False,False,False,False,giovinazzi,11,11,1,0,18,7,0,9,2.414999999999992,27
2021,18,True,False,False,False,False,alonso,12,9,58,0,10,104,1,5,2.576999999999998,40
2021,18,True,False,False,False,False,latifi,13,17,7,0,16,23,0,8,2.8810000000000002,26
2021,18,True,False,False,False,False,mick_schumacher,14,19,0,0,19,0,0,10,2.983000000000004,22
2021,18,True,False,False,False,False,mazepin,15,18,0,0,21,0,0,10,3.4279999999999973,22
2021,18,True,False,False,False,False,russell,16,16,16,0,15,23,0,8,2.296999999999997,23
2021,18,True,False,False,False,False,tsunoda,17,20,20,0,14,94,0,6,1.2830000000000013,21
2021,18,True,False,False,False,False,norris,18,10,149,0,5,254,1,3,20.955,21
2021,18,True,False,False,False,False,ocon,19,13,46,1,11,104,1,5,2.530000000000001,25
2021,18,True,False,False,False,False,stroll,20,14,26,0,13,62,0,7,4.998000000000005,23
2021,20,True,False,False,False,False,hamilton,1,1,0,6,2,0,7,1,0.0,36
2021,20,True,False,False,False,False,gasly,2,11,92,0,9,112,0,6,0.8130000000000024,25
2021,20,True,False,False,False,False,alonso,3,3,62,0,10,112,1,5,0.8430000000000035,40
2021,20,True,False,False,False,False,norris,4,9,151,0,5,256,1,4,0.9039999999999964,22
2021,20,True,False,False,False,False,sainz,5,7,0,0,7,0,0,3,1.0130000000000052,27
2021,20,True,False,False,False,False,bottas,6,20,203,1,3,0,7,1,0.6510000000000105,32
2021,20,True,False,False,False,False,max_verstappen,7,2,0,9,1,0,10,2,0.5970000000000084,24
2021,20,True,False,False,False,False,tsunoda,8,13,20,0,14,112,0,6,1.054000000000002,21
2021,20,True,False,False,False,False,ocon,9,5,50,1,11,112,1,5,1.2009999999999934,25
2021,20,True,False,False,False,False,vettel,10,10,42,0,12,68,0,7,1.9579999999999984,34
2021,20,True,False,False,False,False,perez,11,4,178,1,4,0,10,2,1.5190000000000055,31
2021,20,True,False,False,False,False,stroll,12,6,26,0,13,68,0,7,1.6330000000000098,23
2021,20,True,False,False,False,False,leclerc,13,8,148,0,6,0,0,3,1.6359999999999957,24
2021,20,True,False,False,False,False,ricciardo,14,12,105,1,8,256,1,4,1.7700000000000102,32
2021,20,True,False,False,False,False,russell,15,17,16,0,15,23,0,8,1.929000000000002,23
2021,20,True,False,False,False,False,raikkonen,16,14,10,0,16,11,0,9,2.3290000000000077,42
2021,20,True,False,False,False,False,latifi,17,19,7,0,17,23,0,8,2.3859999999999957,26
2021,20,True,False,False,False,False,giovinazzi,18,15,1,0,18,11,0,9,2.4350000000000023,27
2021,20,True,False,False,False,False,mick_schumacher,19,16,0,0,19,0,0,10,2.5799999999999983,22
2021,20,True,False,False,False,False,mazepin,20,18,0,0,21,0,0,10,5.032000000000011,22
2021,21,True,False,False,False,False,hamilton,1,1,0,7,2,0,8,1,0.0,36
2021,21,True,False,False,False,False,bottas,2,3,203,1,3,0,8,1,0.1110000000000042,32
2021,21,True,False,False,False,False,max_verstappen,3,2,0,9,1,0,10,2,0.1419999999999959,24
2021,21,True,False,False,False,False,leclerc,4,7,152,0,6,0,0,3,0.5430000000000064,24
2021,21,True,False,False,False,False,perez,5,17,190,1,4,0,10,2,0.612000000000009,31
2021,21,True,False,False,False,False,gasly,6,6,92,0,9,112,0,6,0.6140000000000043,25
2021,21,True,False,False,False,False,norris,7,10,153,0,5,258,1,4,0.6690000000000111,22
2021,21,True,False,False,False,False,tsunoda,8,14,20,0,14,112,0,6,0.9310000000000116,21
2021,21,True,False,False,False,False,ocon,9,4,60,1,11,137,1,5,1.1359999999999957,25
2021,21,True,False,False,False,False,giovinazzi,10,9,1,0,18,11,0,9,1.2430000000000092,27
2021,21,True,False,False,False,False,ricciardo,11,5,105,1,8,258,1,4,1.1570000000000107,32
2021,21,True,False,False,False,False,raikkonen,12,15,10,0,16,11,0,9,1.3740000000000094,42
2021,21,True,False,False,False,False,alonso,13,13,77,0,10,137,1,5,1.409000000000006,40
2021,21,True,False,False,False,False,russell,14,19,16,0,15,23,0,8,1.5430000000000064,23
2021,21,True,False,False,False,False,sainz,15,8,0,0,7,0,0,3,26.141000000000005,27
2021,21,True,False,False,False,False,latifi,16,12,7,0,17,23,0,8,1.6659999999999968,26
2021,21,True,False,False,False,False,vettel,17,16,43,0,12,77,0,7,1.6870000000000118,34
2021,21,True,False,False,False,False,stroll,18,11,34,0,13,77,0,7,1.8569999999999993,23
2021,21,True,False,False,False,False,mick_schumacher,19,20,0,0,19,0,0,10,1.953000000000003,22
2021,21,True,False,False,False,False,mazepin,20,18,0,0,21,0,0,10,2.9620000000000033,22
2021,22,True,False,False,False,False,max_verstappen,1,1,0,9,1,0,10,2,0.0,24
2021,22,True,False,False,False,False,hamilton,2,2,0,8,2,0,9,1,0.3709999999999951,36
2021,22,True,False,False,False,False,norris,3,7,154,0,6,269,1,4,0.8219999999999885,22
2021,22,True,False,False,False,False,perez,4,15,190,1,4,0,10,2,0.8379999999999939,31
2021,22,True,False,False,False,False,sainz,5,3,0,0,7,0,0,3,0.8829999999999956,27
2021,22,True,False,False,False,False,bottas,6,6,218,1,3,0,9,1,0.9269999999999925,32
2021,22,True,False,False,False,False,leclerc,7,10,158,0,5,0,0,3,1.012999999999991,24
2021,22,True,False,False,False,False,tsunoda,8,4,20,0,14,120,0,6,1.11099999999999,21
2021,22,True,False,False,False,False,ocon,9,9,72,1,11,149,1,5,1.279999999999987,25
2021,22,True,False,False,False,False,ricciardo,10,12,115,1,8,269,1,4,1.299999999999983,32
2021,22,True,False,False,False,False,alonso,11,8,77,0,10,149,1,5,1.350999999999999,40
2021,22,True,False,False,False,False,gasly,12,5,100,0,9,120,0,6,1.9339999999999975,25
2021,22,True,False,False,False,False,stroll,13,13,34,0,13,77,0,7,1.9569999999999936,23
2021,22,True,False,False,False,False,giovinazzi,14,17,3,0,18,13,0,9,2.141999999999996,27
2021,22,True,False,False,False,False,vettel,15,11,43,0,12,77,0,7,2.195999999999998,34
2021,22,True,False,False,False,False,latifi,16,16,7,0,17,23,0,8,2.228999999999985,26
2021,22,True,False,False,False,False,russell,17,18,16,0,15,23,0,8,2.313999999999993,23
2021,22,True,False,False,False,False,raikkonen,18,19,10,0,16,13,0,9,2.6699999999999875,42
2021,22,True,False,False,False,False,mick_schumacher,19,14,0,0,19,0,0,10,2.796999999999997,22
